 

stn;time;tre200s0;ure200s0
BER;202308192350;18.6;84.5
BER;202308200000;20.6;74.8
BER;202308200010;19.8;78.9
BER;202308200020;19.4;80.9
BER;202308200030;18.8;84.0
BER;202308200040;19.0;82.1
BER;202308200050;19.1;80.7
BER;202308200100;19.3;80.1
BER;202308200110;19.2;80.8
BER;202308200120;19.1;80.9
BER;202308200130;18.1;85.4
BER;202308200140;18.4;84.0
BER;202308200150;18.0;86.3
BER;202308200200;18.8;81.8
BER;202308200210;17.6;86.0
BER;202308200220;18.4;83.5
BER;202308200230;18.5;82.6
BER;202308200240;19.0;80.0
BER;202308200250;17.2;88.0
BER;202308200300;18.3;84.4
BER;202308200310;18.5;82.2
BER;202308200320;17.5;86.3
BER;202308200330;18.3;82.6
BER;202308200340;17.6;84.1
BER;202308200350;18.0;83.4
BER;202308200400;18.3;82.7
BER;202308200410;17.2;88.9
BER;202308200420;17.3;88.8
BER;202308200430;18.0;85.4
BER;202308200440;18.1;82.6
BER;202308200450;16.6;91.0
BER;202308200500;17.1;89.8
BER;202308200510;17.5;87.8
BER;202308200520;17.5;86.9
BER;202308200530;17.4;89.2
BER;202308200540;18.1;85.8
BER;202308200550;18.5;83.8
BER;202308200600;18.8;83.6
BER;202308200610;19.4;82.6
BER;202308200620;19.9;77.6
BER;202308200630;20.3;76.3
BER;202308200640;20.7;73.9
BER;202308200650;21.0;72.6
BER;202308200700;21.8;69.5
BER;202308200710;22.4;67.0
BER;202308200720;23.1;64.8
BER;202308200730;23.2;64.0
BER;202308200740;24.5;61.4
BER;202308200750;24.4;56.3
BER;202308200800;24.8;56.9
BER;202308200810;25.0;55.4
BER;202308200820;25.6;53.3
BER;202308200830;25.7;54.6
BER;202308200840;26.1;51.1
BER;202308200850;26.3;50.6
BER;202308200900;26.9;48.6
BER;202308200910;26.8;48.5
BER;202308200920;28.0;47.1
BER;202308200930;28.1;46.0
BER;202308200940;28.6;45.1
BER;202308200950;28.0;45.3
BER;202308201000;28.5;44.0
BER;202308201010;29.0;44.5
BER;202308201020;29.8;43.0
BER;202308201030;29.4;42.6
BER;202308201040;30.1;42.8
BER;202308201050;30.7;39.5
BER;202308201100;30.8;38.5
BER;202308201110;31.0;38.8
BER;202308201120;31.9;37.6
BER;202308201130;31.8;36.1
BER;202308201140;32.7;36.0
BER;202308201150;31.8;34.8
BER;202308201200;32.3;33.9
BER;202308201210;32.1;34.4
BER;202308201220;32.2;33.7
BER;202308201230;32.8;34.8
BER;202308201240;34.0;35.9
BER;202308201250;33.3;35.5
BER;202308201300;33.0;31.8
BER;202308201310;33.5;28.5
BER;202308201320;34.2;29.1
BER;202308201330;33.5;30.7
BER;202308201340;33.6;30.3
BER;202308201350;34.3;28.7
BER;202308201400;34.3;28.4
BER;202308201410;34.1;27.6
BER;202308201420;33.7;28.3
BER;202308201430;33.6;27.5
BER;202308201440;33.6;28.4
BER;202308201450;33.7;28.2
BER;202308201500;34.7;30.0
BER;202308201510;33.8;29.9
BER;202308201520;32.9;32.1
BER;202308201530;33.4;31.6
BER;202308201540;32.3;32.9
BER;202308201550;32.4;34.5
BER;202308201600;32.4;34.9
BER;202308201610;32.3;33.6
BER;202308201620;32.3;33.2
BER;202308201630;32.2;34.4
BER;202308201640;32.1;35.8
BER;202308201650;32.5;36.8
BER;202308201700;32.1;41.7
BER;202308201710;31.6;38.2
BER;202308201720;31.1;43.8
BER;202308201730;31.0;46.9
BER;202308201740;30.2;50.0
BER;202308201750;30.2;47.0
BER;202308201800;29.5;51.0
BER;202308201810;29.0;52.5
BER;202308201820;29.5;51.6
BER;202308201830;28.9;52.2
BER;202308201840;28.6;53.3
BER;202308201850;28.1;55.4
BER;202308201900;26.9;60.4
BER;202308201910;27.0;60.0
BER;202308201920;26.3;62.2
BER;202308201930;24.6;69.5
BER;202308201940;25.1;67.3
BER;202308201950;24.4;71.1
BER;202308202000;24.0;71.7
BER;202308202010;24.2;70.7
BER;202308202020;24.2;71.0
BER;202308202030;24.0;71.3
BER;202308202040;24.5;68.3
BER;202308202050;23.4;72.4
BER;202308202100;23.0;75.3
BER;202308202110;23.6;72.0
BER;202308202120;22.4;78.0
BER;202308202130;22.2;79.1
BER;202308202140;22.5;77.5
BER;202308202150;21.8;80.2
BER;202308202200;22.7;75.6
BER;202308202210;22.8;75.5
BER;202308202220;22.7;75.5
BER;202308202230;22.0;79.5
BER;202308202240;21.9;79.5
BER;202308202250;21.8;80.0
BER;202308202300;21.9;79.0
BER;202308202310;20.7;84.4
BER;202308202320;21.1;82.7
BER;202308202330;21.2;82.4
BER;202308202340;20.6;85.0
BER;202308202350;21.1;82.5
BER;202308210000;20.8;83.8
BER;202308210010;20.4;85.4
BER;202308210020;20.1;87.0
BER;202308210030;20.9;84.2
BER;202308210040;20.4;85.8
BER;202308210050;20.3;86.1
BER;202308210100;20.4;86.5
BER;202308210110;19.7;89.5
BER;202308210120;20.1;88.3
BER;202308210130;20.3;87.4
BER;202308210140;20.6;84.1
BER;202308210150;20.6;84.1
BER;202308210200;20.4;84.9
BER;202308210210;19.8;87.8
BER;202308210220;20.3;85.9
BER;202308210230;19.7;89.2
BER;202308210240;19.6;88.7
BER;202308210250;19.2;90.3
BER;202308210300;19.6;88.0
BER;202308210310;18.3;91.6
BER;202308210320;18.7;89.3
BER;202308210330;18.3;91.8
BER;202308210340;18.8;89.5
BER;202308210350;19.0;87.6
BER;202308210400;18.9;89.9
BER;202308210410;18.5;91.2
BER;202308210420;18.6;89.4
BER;202308210430;18.5;89.7
BER;202308210440;18.7;89.3
BER;202308210450;18.5;90.7
BER;202308210500;17.9;92.5
BER;202308210510;18.6;89.7
BER;202308210520;18.4;91.1
BER;202308210530;18.9;87.6
BER;202308210540;19.5;87.2
BER;202308210550;19.9;84.5
BER;202308210600;20.1;82.7
BER;202308210610;20.7;80.0
BER;202308210620;21.1;78.8
BER;202308210630;21.6;76.4
BER;202308210640;21.9;76.1
BER;202308210650;22.7;73.6
BER;202308210700;23.9;65.6
BER;202308210710;24.0;62.8
BER;202308210720;25.0;62.2
BER;202308210730;24.9;60.2
BER;202308210740;25.1;59.7
BER;202308210750;25.7;58.3
BER;202308210800;26.1;56.0
BER;202308210810;26.8;56.3
BER;202308210820;26.5;56.1
BER;202308210830;27.4;55.3
BER;202308210840;26.9;55.0
BER;202308210850;27.6;54.3
BER;202308210900;28.0;56.8
BER;202308210910;28.3;54.5
BER;202308210920;28.6;53.4
BER;202308210930;29.0;53.0
BER;202308210940;29.7;52.0
BER;202308210950;29.5;51.8
BER;202308211000;29.9;49.9
BER;202308211010;30.0;49.0
BER;202308211020;30.3;47.2
BER;202308211030;30.6;45.7
BER;202308211040;30.9;45.0
BER;202308211050;30.5;45.0
BER;202308211100;31.3;46.1
BER;202308211110;31.2;43.2
BER;202308211120;31.3;43.0
BER;202308211130;32.1;40.0
BER;202308211140;32.0;40.6
BER;202308211150;31.9;39.3
BER;202308211200;32.1;39.1
BER;202308211210;32.2;39.2
BER;202308211220;32.8;37.5
BER;202308211230;32.8;37.1
BER;202308211240;33.5;33.8
BER;202308211250;33.4;34.7
BER;202308211300;33.0;33.6
BER;202308211310;33.6;32.9
BER;202308211320;33.9;32.3
BER;202308211330;33.4;31.9
BER;202308211340;33.8;31.7
BER;202308211350;33.9;30.5
BER;202308211400;34.5;28.4
BER;202308211410;34.2;26.6
BER;202308211420;34.2;26.9
BER;202308211430;34.3;27.0
BER;202308211440;34.2;27.9
BER;202308211450;34.3;26.4
BER;202308211500;33.6;27.8
BER;202308211510;34.1;28.3
BER;202308211520;34.3;27.4
BER;202308211530;34.3;28.4
BER;202308211540;33.9;29.0
BER;202308211550;34.1;28.6
BER;202308211600;33.8;28.3
BER;202308211610;33.7;29.5
BER;202308211620;33.4;29.0
BER;202308211630;33.3;29.6
BER;202308211640;33.1;31.0
BER;202308211650;33.0;31.7
BER;202308211700;32.7;32.3
BER;202308211710;32.2;34.7
BER;202308211720;32.2;35.2
BER;202308211730;32.0;40.5
BER;202308211740;31.5;47.4
BER;202308211750;30.9;49.0
BER;202308211800;30.6;48.3
BER;202308211810;30.2;48.9
BER;202308211820;29.7;51.7
BER;202308211830;29.5;51.6
BER;202308211840;28.9;53.0
BER;202308211850;29.0;51.8
BER;202308211900;28.3;53.0
BER;202308211910;28.1;52.5
BER;202308211920;28.3;51.8
BER;202308211930;27.7;53.7
BER;202308211940;27.6;53.8
BER;202308211950;27.3;54.6
BER;202308212000;27.0;56.0
BER;202308212010;26.7;57.9
BER;202308212020;26.2;61.2
BER;202308212030;25.7;63.2
BER;202308212040;25.0;64.6
BER;202308212050;23.3;73.4
BER;202308212100;24.0;69.2
BER;202308212110;23.3;73.0
BER;202308212120;24.6;65.6
BER;202308212130;24.1;66.5
BER;202308212140;23.4;68.9
BER;202308212150;23.1;70.1
BER;202308212200;22.0;75.3
BER;202308212210;21.8;76.8
BER;202308212220;21.4;78.6
BER;202308212230;21.7;76.4
BER;202308212240;22.2;73.6
BER;202308212250;22.4;72.6
BER;202308212300;22.2;73.7
BER;202308212310;21.5;76.9
BER;202308212320;21.6;76.7
BER;202308212330;20.5;82.2
BER;202308212340;21.5;77.4
BER;202308212350;20.9;80.5
BER;202308220000;22.0;74.3
BER;202308220010;20.8;80.8
BER;202308220020;21.1;79.7
BER;202308220030;21.3;79.7
BER;202308220040;20.7;81.8
BER;202308220050;20.6;81.8
BER;202308220100;20.3;84.1
BER;202308220110;21.2;79.7
BER;202308220120;20.8;81.3
BER;202308220130;20.4;83.3
BER;202308220140;20.4;83.0
BER;202308220150;19.7;85.8
BER;202308220200;20.2;83.6
BER;202308220210;19.0;89.1
BER;202308220220;18.9;90.4
BER;202308220230;19.6;87.0
BER;202308220240;19.8;86.7
BER;202308220250;19.5;88.2
BER;202308220300;19.6;88.0
BER;202308220310;19.4;89.3
BER;202308220320;19.8;86.5
BER;202308220330;19.8;85.5
BER;202308220340;19.5;87.0
BER;202308220350;18.8;90.6
BER;202308220400;19.6;86.3
BER;202308220410;19.1;88.7
BER;202308220420;18.9;90.2
BER;202308220430;18.6;90.6
BER;202308220440;18.6;91.9
BER;202308220450;19.0;90.6
BER;202308220500;18.8;91.7
BER;202308220510;18.4;92.9
BER;202308220520;19.1;88.5
BER;202308220530;18.9;88.3
BER;202308220540;19.5;86.9
BER;202308220550;20.2;86.1
BER;202308220600;20.6;82.7
BER;202308220610;20.8;79.3
BER;202308220620;21.4;79.2
BER;202308220630;21.8;76.5
BER;202308220640;22.3;75.1
BER;202308220650;22.4;73.8
BER;202308220700;23.2;69.5
BER;202308220710;24.7;63.8
BER;202308220720;24.8;60.5
BER;202308220730;25.6;58.4
BER;202308220740;25.9;59.0
BER;202308220750;25.9;55.9
BER;202308220800;26.6;53.9
BER;202308220810;26.6;54.6
BER;202308220820;26.7;52.2
BER;202308220830;27.4;50.5
BER;202308220840;27.6;53.0
BER;202308220850;28.3;51.1
BER;202308220900;28.0;49.4
BER;202308220910;29.1;49.5
BER;202308220920;29.2;48.9
BER;202308220930;29.3;48.3
BER;202308220940;29.3;47.0
BER;202308220950;29.4;46.3
BER;202308221000;29.5;46.5
BER;202308221010;30.5;44.8
BER;202308221020;30.5;43.6
BER;202308221030;31.3;42.8
BER;202308221040;30.8;43.8
BER;202308221050;31.3;42.6
BER;202308221100;32.4;42.7
BER;202308221110;31.2;43.0
BER;202308221120;31.7;40.5
BER;202308221130;32.2;39.5
BER;202308221140;32.9;37.6
BER;202308221150;32.5;36.7
BER;202308221200;32.4;38.7
BER;202308221210;33.3;37.2
BER;202308221220;32.7;39.7
BER;202308221230;33.5;39.3
BER;202308221240;33.5;35.4
BER;202308221250;33.9;37.0
BER;202308221300;33.3;35.3
BER;202308221310;34.4;32.1
BER;202308221320;33.6;32.5
BER;202308221330;34.8;29.9
BER;202308221340;33.8;30.6
BER;202308221350;34.3;31.3
BER;202308221400;34.9;29.8
BER;202308221410;33.8;31.8
BER;202308221420;34.6;33.3
BER;202308221430;34.2;32.0
BER;202308221440;34.5;30.9
BER;202308221450;34.3;31.0
BER;202308221500;34.3;31.6
BER;202308221510;34.5;33.2
BER;202308221520;34.2;31.3
BER;202308221530;34.3;32.6
BER;202308221540;34.0;33.3
BER;202308221550;34.3;32.7
BER;202308221600;34.0;32.5
BER;202308221610;33.9;34.3
BER;202308221620;34.0;32.7
BER;202308221630;33.9;34.4
BER;202308221640;33.7;33.6
BER;202308221650;33.4;36.7
BER;202308221700;33.2;36.7
BER;202308221710;32.6;42.5
BER;202308221720;32.6;40.9
BER;202308221730;32.5;41.6
BER;202308221740;32.1;43.4
BER;202308221750;31.6;44.8
BER;202308221800;31.2;48.7
BER;202308221810;30.9;47.7
BER;202308221820;30.1;48.4
BER;202308221830;29.5;52.0
BER;202308221840;29.5;53.0
BER;202308221850;29.6;52.4
BER;202308221900;29.2;52.8
BER;202308221910;28.9;53.8
BER;202308221920;28.6;54.6
BER;202308221930;28.3;56.5
BER;202308221940;27.6;59.0
BER;202308221950;28.4;55.2
BER;202308222000;27.9;59.3
BER;202308222010;27.4;57.1
BER;202308222020;27.4;59.3
BER;202308222030;27.1;60.1
BER;202308222040;26.8;60.4
BER;202308222050;25.8;66.6
BER;202308222100;26.2;64.2
BER;202308222110;26.1;64.5
BER;202308222120;24.9;69.5
BER;202308222130;24.5;70.6
BER;202308222140;23.9;73.2
BER;202308222150;23.8;72.7
BER;202308222200;24.7;68.5
BER;202308222210;24.4;69.6
BER;202308222220;24.2;71.1
BER;202308222230;23.4;75.2
BER;202308222240;23.4;74.6
BER;202308222250;22.9;77.7
BER;202308222300;23.4;75.5
BER;202308222310;23.1;75.7
BER;202308222320;22.6;78.3
BER;202308222330;22.2;80.5
BER;202308222340;21.9;82.1
BER;202308222350;21.5;84.4
BER;202308230000;22.8;77.5
BER;202308230010;22.1;80.9
BER;202308230020;22.4;79.1
BER;202308230030;21.5;83.3
BER;202308230040;22.0;81.4
BER;202308230050;21.6;82.8
BER;202308230100;21.3;84.6
BER;202308230110;21.5;84.0
BER;202308230120;20.8;86.8
BER;202308230130;20.6;86.9
BER;202308230140;20.8;86.6
BER;202308230150;20.6;87.3
BER;202308230200;20.9;86.3
BER;202308230210;21.2;84.7
BER;202308230220;20.6;88.1
BER;202308230230;20.4;87.9
BER;202308230240;20.3;87.6
BER;202308230250;20.8;86.7
BER;202308230300;19.9;90.1
BER;202308230310;19.8;89.9
BER;202308230320;20.1;89.4
BER;202308230330;20.0;91.6
BER;202308230340;19.6;90.8
BER;202308230350;20.2;89.4
BER;202308230400;20.1;91.1
BER;202308230410;20.1;89.4
BER;202308230420;20.4;87.5
BER;202308230430;19.6;91.3
BER;202308230440;20.0;89.8
BER;202308230450;19.8;89.4
BER;202308230500;20.1;90.0
BER;202308230510;20.1;88.2
BER;202308230520;20.0;89.7
BER;202308230530;20.2;89.1
BER;202308230540;20.3;89.9
BER;202308230550;20.6;91.1
BER;202308230600;21.2;85.6
BER;202308230610;21.6;81.1
BER;202308230620;22.1;81.7
BER;202308230630;22.2;78.8
BER;202308230640;22.8;77.2
BER;202308230650;23.4;75.9
BER;202308230700;24.0;66.6
BER;202308230710;24.8;66.1
BER;202308230720;24.5;65.1
BER;202308230730;25.5;63.7
BER;202308230740;25.3;63.5
BER;202308230750;25.4;62.9
BER;202308230800;26.0;60.8
BER;202308230810;26.6;60.8
BER;202308230820;27.2;58.5
BER;202308230830;26.8;56.4
BER;202308230840;27.2;58.9
BER;202308230850;27.5;55.2
BER;202308230900;27.7;55.0
BER;202308230910;27.8;55.5
BER;202308230920;28.2;55.5
BER;202308230930;28.8;53.5
BER;202308230940;29.8;52.9
BER;202308230950;29.9;52.0
BER;202308231000;30.3;51.6
BER;202308231010;30.3;50.0
BER;202308231020;30.8;49.4
BER;202308231030;30.7;47.0
BER;202308231040;32.3;43.3
BER;202308231050;31.7;38.2
BER;202308231100;32.1;39.5
BER;202308231110;32.7;38.5
BER;202308231120;32.6;33.6
BER;202308231130;32.9;33.3
BER;202308231140;33.5;32.6
BER;202308231150;33.6;29.8
BER;202308231200;33.5;30.9
BER;202308231210;33.7;27.9
BER;202308231220;33.4;28.7
BER;202308231230;33.9;28.1
BER;202308231240;34.5;29.6
BER;202308231250;34.2;29.0
BER;202308231300;33.8;31.3
BER;202308231310;33.9;33.2
BER;202308231320;33.4;34.1
BER;202308231330;34.2;32.1
BER;202308231340;34.0;32.4
BER;202308231350;33.6;33.3
BER;202308231400;34.1;31.1
BER;202308231410;34.7;30.9
BER;202308231420;34.1;33.7
BER;202308231430;34.0;34.9
BER;202308231440;34.3;33.8
BER;202308231450;34.1;35.7
BER;202308231500;33.5;36.3
BER;202308231510;34.1;40.5
BER;202308231520;33.5;42.2
BER;202308231530;33.3;41.4
BER;202308231540;33.2;41.8
BER;202308231550;33.0;43.0
BER;202308231600;32.6;43.3
BER;202308231610;32.4;46.0
BER;202308231620;32.1;40.9
BER;202308231630;31.8;53.2
BER;202308231640;31.7;50.5
BER;202308231650;31.5;45.1
BER;202308231700;31.0;46.2
BER;202308231710;31.0;50.9
BER;202308231720;30.6;52.3
BER;202308231730;30.6;48.8
BER;202308231740;30.3;49.4
BER;202308231750;29.8;52.7
BER;202308231800;29.4;56.9
BER;202308231810;29.3;53.4
BER;202308231820;28.9;55.9
BER;202308231830;28.7;57.2
BER;202308231840;28.1;57.2
BER;202308231850;28.1;56.8
BER;202308231900;27.7;58.2
BER;202308231910;27.8;57.9
BER;202308231920;27.4;58.8
BER;202308231930;26.8;62.3
BER;202308231940;26.6;64.2
BER;202308231950;26.5;61.0
BER;202308232000;26.1;63.1
BER;202308232010;26.4;61.1
BER;202308232020;25.4;66.9
BER;202308232030;25.1;68.6
BER;202308232040;25.1;67.4
BER;202308232050;24.6;70.1
BER;202308232100;24.4;70.0
BER;202308232110;24.1;71.4
BER;202308232120;24.2;71.0
BER;202308232130;23.2;75.4
BER;202308232140;23.3;75.4
BER;202308232150;23.2;75.0
BER;202308232200;23.3;75.2
BER;202308232210;22.6;78.2
BER;202308232220;22.3;79.6
BER;202308232230;22.7;77.0
BER;202308232240;22.0;80.1
BER;202308232250;21.2;84.8
BER;202308232300;22.5;77.8
BER;202308232310;22.4;78.0
BER;202308232320;22.3;78.7
BER;202308232330;22.0;80.1
BER;202308232340;21.0;84.6
BER;202308232350;20.9;85.3
BER;202308240000;20.9;85.3
BER;202308240010;20.9;84.9
BER;202308240020;20.6;86.6
BER;202308240030;20.2;87.7
BER;202308240040;20.9;85.2
BER;202308240050;21.0;84.9
BER;202308240100;20.1;89.0
BER;202308240110;20.9;85.0
BER;202308240120;20.3;88.0
BER;202308240130;20.1;87.7
BER;202308240140;19.8;88.9
BER;202308240150;20.1;85.8
BER;202308240200;19.4;88.8
BER;202308240210;19.4;89.3
BER;202308240220;18.6;90.9
BER;202308240230;19.4;88.0
BER;202308240240;18.8;91.8
BER;202308240250;19.0;91.1
BER;202308240300;18.8;91.6
BER;202308240310;18.6;91.8
BER;202308240320;19.3;88.9
BER;202308240330;18.9;90.5
BER;202308240340;18.6;91.1
BER;202308240350;19.2;89.6
BER;202308240400;19.1;90.2
BER;202308240410;19.2;88.5
BER;202308240420;17.4;93.2
BER;202308240430;17.1;93.8
BER;202308240440;18.5;89.8
BER;202308240450;18.9;89.0
BER;202308240500;18.6;91.1
BER;202308240510;18.8;89.3
BER;202308240520;18.4;91.0
BER;202308240530;19.1;87.6
BER;202308240540;19.6;86.3
BER;202308240550;19.7;86.4
BER;202308240600;19.5;88.9
BER;202308240610;20.2;86.1
BER;202308240620;20.8;83.4
BER;202308240630;21.2;80.2
BER;202308240640;21.9;78.7
BER;202308240650;22.4;76.3
BER;202308240700;23.1;72.4
BER;202308240710;23.6;66.3
BER;202308240720;24.0;62.1
BER;202308240730;24.7;60.8
BER;202308240740;25.1;58.6
BER;202308240750;25.4;56.7
BER;202308240800;26.0;54.2
BER;202308240810;26.7;48.5
BER;202308240820;26.6;54.8
BER;202308240830;26.6;50.2
BER;202308240840;26.7;49.9
BER;202308240850;26.9;52.6
BER;202308240900;28.0;48.2
BER;202308240910;28.0;47.2
BER;202308240920;28.2;46.2
BER;202308240930;29.1;45.2
BER;202308240940;29.9;42.7
BER;202308240950;29.7;43.6
BER;202308241000;29.9;42.9
BER;202308241010;30.5;42.3
BER;202308241020;31.7;39.7
BER;202308241030;31.5;41.7
BER;202308241040;31.7;40.7
BER;202308241050;31.6;39.3
BER;202308241100;32.0;38.5
BER;202308241110;32.7;38.7
BER;202308241120;32.3;38.5
BER;202308241130;32.1;38.3
BER;202308241140;33.0;35.7
BER;202308241150;33.8;35.5
BER;202308241200;33.3;34.9
BER;202308241210;33.7;34.5
BER;202308241220;33.6;37.2
BER;202308241230;34.0;34.8
BER;202308241240;34.3;36.4
BER;202308241250;34.7;34.6
BER;202308241300;34.5;34.0
BER;202308241310;35.1;33.5
BER;202308241320;33.8;34.3
BER;202308241330;33.5;35.0
BER;202308241340;33.3;35.2
BER;202308241350;32.9;37.3
BER;202308241400;32.7;37.3
BER;202308241410;32.6;39.4
BER;202308241420;32.8;38.5
BER;202308241430;34.5;35.3
BER;202308241440;33.8;35.7
BER;202308241450;33.8;35.8
BER;202308241500;34.4;32.8
BER;202308241510;34.0;34.1
BER;202308241520;34.4;34.9
BER;202308241530;33.7;34.8
BER;202308241540;32.2;40.2
BER;202308241550;32.2;40.3
BER;202308241600;31.5;44.0
BER;202308241610;31.7;39.4
BER;202308241620;31.5;37.3
BER;202308241630;31.3;41.1
BER;202308241640;30.9;38.6
BER;202308241650;30.5;39.5
BER;202308241700;29.8;43.5
BER;202308241710;29.8;44.3
BER;202308241720;30.6;43.9
BER;202308241730;30.2;43.1
BER;202308241740;29.6;46.0
BER;202308241750;29.0;48.7
BER;202308241800;28.7;50.5
BER;202308241810;28.5;47.9
BER;202308241820;28.4;48.8
BER;202308241830;28.1;41.2
BER;202308241840;27.3;46.6
BER;202308241850;26.6;51.6
BER;202308241900;26.2;52.9
BER;202308241910;26.1;52.8
BER;202308241920;25.8;53.7
BER;202308241930;25.8;53.9
BER;202308241940;25.0;57.0
BER;202308241950;24.8;57.4
BER;202308242000;23.8;59.9
BER;202308242010;24.3;59.1
BER;202308242020;23.3;65.0
BER;202308242030;23.5;63.6
BER;202308242040;24.1;60.3
BER;202308242050;24.2;61.1
BER;202308242100;24.2;60.6
BER;202308242110;24.3;59.3
BER;202308242120;24.1;61.6
BER;202308242130;24.4;62.3
BER;202308242140;22.4;75.2
BER;202308242150;21.8;80.3
BER;202308242200;20.9;85.1
BER;202308242210;21.3;83.2
BER;202308242220;22.1;77.0
BER;202308242230;21.8;78.4
BER;202308242240;21.7;79.9
BER;202308242250;21.5;80.0
BER;202308242300;21.4;80.4
BER;202308242310;21.0;82.8
BER;202308242320;20.6;84.1
BER;202308242330;20.6;84.6
BER;202308242340;20.5;84.5
BER;202308242350;20.4;84.4
BER;202308250000;20.4;84.3
BER;202308250010;20.0;86.1
BER;202308250020;20.1;86.0
BER;202308250030;19.9;86.2
BER;202308250040;19.9;87.2
BER;202308250050;20.0;85.5
BER;202308250100;20.0;85.8
BER;202308250110;20.0;84.8
BER;202308250120;19.6;87.9
BER;202308250130;19.6;87.2
BER;202308250140;19.8;87.1
BER;202308250150;19.7;87.2
BER;202308250200;19.6;87.8
BER;202308250210;19.6;87.1
BER;202308250220;19.7;87.1
BER;202308250230;19.7;86.8
BER;202308250240;19.7;86.5
BER;202308250250;19.9;85.4
BER;202308250300;19.4;87.6
BER;202308250310;19.2;89.0
BER;202308250320;18.8;91.7
BER;202308250330;18.8;90.0
BER;202308250340;18.5;90.5
BER;202308250350;18.7;90.9
BER;202308250400;18.8;91.0
BER;202308250410;18.3;92.7
BER;202308250420;18.5;91.5
BER;202308250430;18.7;91.8
BER;202308250440;19.1;88.6
BER;202308250450;18.8;90.6
BER;202308250500;19.0;89.9
BER;202308250510;19.3;87.8
BER;202308250520;19.1;89.6
BER;202308250530;19.1;89.2
BER;202308250540;19.5;87.5
BER;202308250550;19.9;87.1
BER;202308250600;20.4;85.6
BER;202308250610;20.9;81.4
BER;202308250620;21.0;80.4
BER;202308250630;20.8;84.6
BER;202308250640;21.0;82.5
BER;202308250650;21.1;81.4
BER;202308250700;21.5;79.9
BER;202308250710;22.0;78.6
BER;202308250720;21.9;77.0
BER;202308250730;22.5;74.6
BER;202308250740;23.1;71.0
BER;202308250750;23.2;67.4
BER;202308250800;24.0;62.6
BER;202308250810;24.3;65.4
BER;202308250820;24.6;64.2
BER;202308250830;25.1;62.1
BER;202308250840;25.4;60.1
BER;202308250850;25.5;59.7
BER;202308250900;24.8;60.4
BER;202308250910;24.9;59.3
BER;202308250920;25.2;59.3
BER;202308250930;25.3;55.8
BER;202308250940;25.4;56.2
BER;202308250950;25.6;54.2
BER;202308251000;25.8;53.2
BER;202308251010;25.8;53.1
BER;202308251020;25.7;52.4
BER;202308251030;25.9;52.6
BER;202308251040;25.1;53.5
BER;202308251050;25.0;52.5
BER;202308251100;25.8;50.0
BER;202308251110;26.2;49.9
BER;202308251120;26.5;48.2
BER;202308251130;26.1;46.3
BER;202308251140;26.2;47.6
BER;202308251150;26.3;46.2
BER;202308251200;27.0;43.4
BER;202308251210;26.6;44.7
BER;202308251220;26.4;44.4
BER;202308251230;26.4;46.6
BER;202308251240;25.5;54.1
BER;202308251250;25.4;52.9
BER;202308251300;25.3;55.4
BER;202308251310;25.3;55.0
BER;202308251320;25.6;55.7
BER;202308251330;26.7;50.8
BER;202308251340;27.3;48.9
BER;202308251350;27.0;46.0
BER;202308251400;27.3;47.0
BER;202308251410;27.2;42.8
BER;202308251420;27.1;46.5
BER;202308251430;25.0;58.5
BER;202308251440;23.9;69.8
BER;202308251450;24.8;69.8
BER;202308251500;26.2;62.1
BER;202308251510;25.9;60.2
BER;202308251520;25.2;68.3
BER;202308251530;25.7;68.3
BER;202308251540;25.9;67.0
BER;202308251550;25.1;58.2
BER;202308251600;25.3;54.8
BER;202308251610;24.7;56.6
BER;202308251620;24.3;61.4
BER;202308251630;24.3;61.9
BER;202308251640;24.1;64.7
BER;202308251650;24.1;63.5
BER;202308251700;24.2;60.1
BER;202308251710;24.1;61.1
BER;202308251720;24.3;58.4
BER;202308251730;23.7;63.1
BER;202308251740;23.8;61.3
BER;202308251750;24.2;59.1
BER;202308251800;24.5;52.8
BER;202308251810;23.7;57.8
BER;202308251820;23.7;59.7
BER;202308251830;23.5;57.2
BER;202308251840;23.1;60.7
BER;202308251850;21.9;69.7
BER;202308251900;21.4;72.5
BER;202308251910;22.2;66.8
BER;202308251920;20.3;78.1
BER;202308251930;20.7;72.7
BER;202308251940;19.9;78.7
BER;202308251950;20.3;76.9
BER;202308252000;20.1;79.4
BER;202308252010;20.6;77.5
BER;202308252020;21.2;73.8
BER;202308252030;21.1;75.1
BER;202308252040;20.9;75.9
BER;202308252050;20.8;75.5
BER;202308252100;20.8;76.4
BER;202308252110;20.6;76.8
BER;202308252120;21.1;73.7
BER;202308252130;20.9;75.3
BER;202308252140;20.2;79.9
BER;202308252150;20.4;78.3
BER;202308252200;20.3;80.0
BER;202308252210;20.0;80.3
BER;202308252220;20.2;79.9
BER;202308252230;20.4;79.3
BER;202308252240;20.2;80.6
BER;202308252250;20.5;79.3
BER;202308252300;20.5;78.6
BER;202308252310;20.8;76.2
BER;202308252320;20.3;80.4
BER;202308252330;20.3;80.0
BER;202308252340;20.5;76.6
BER;202308252350;20.7;76.1
BER;202308260000;21.0;74.3
BER;202308260010;20.4;77.6
BER;202308260020;20.4;78.6
BER;202308260030;19.8;81.7
BER;202308260040;20.3;79.8
BER;202308260050;20.5;79.2
BER;202308260100;20.6;77.6
BER;202308260110;19.9;82.3
